"No.","Time","Source","Destination","Protocol","Length","Info"
"5487","24.154384000","10.10.11.233","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5488","24.154419000","10.10.12.224","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5492","24.165418000","10.10.11.232","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"5506","24.223861000","10.10.11.206","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5533","24.315045000","10.10.10.169","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"5574","24.474743000","10.10.15.172","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5637","24.687808000","10.10.16.235","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5649","24.748017000","10.10.12.160","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5666","24.797408000","10.10.12.247","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5667","24.800292000","10.10.14.178","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"5685","24.888153000","10.10.13.71","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5686","24.888175000","10.10.13.45","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5719","24.999818000","10.10.14.118","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5759","25.166037000","10.10.11.232","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"5782","25.223900000","10.10.11.206","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5793","25.271608000","10.10.10.153","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5800","25.301194000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"5822","25.383571000","10.10.10.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5824","25.396726000","10.10.11.208","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5831","25.441549000","192.168.31.51","239.255.255.250","SSDP","362","NOTIFY * HTTP/1.1 "
"5833","25.465438000","10.10.11.243","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"5853","25.648631000","10.10.14.191","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"5857","25.698726000","10.10.15.198","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"5859","25.703425000","10.10.16.235","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5874","25.773104000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"5875","25.773137000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"5876","25.774408000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"5877","25.774419000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"5878","25.774423000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"5879","25.775982000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"5880","25.775997000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"5881","25.776001000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"5882","25.777818000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"5883","25.777836000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"5884","25.777842000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"5885","25.779267000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"5886","25.779285000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"5888","25.781227000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"5889","25.781247000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"5890","25.782801000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"5933","26.114227000","10.10.15.11","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"5939","26.166922000","10.10.11.232","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"5946","26.195748000","10.10.13.81","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5948","26.224055000","10.10.11.206","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"5953","26.238747000","10.10.14.227","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6025","26.627518000","10.10.12.226","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6039","26.698823000","10.10.15.198","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"6044","26.718673000","10.10.16.235","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6069","26.817533000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"6148","27.127943000","10.10.15.73","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6158","27.157032000","10.10.11.233","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6160","27.167259000","10.10.11.232","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"6162","27.193497000","10.10.12.216","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6163","27.196092000","10.10.13.81","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6177","27.254297000","10.10.19.140","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1 "
"6206","27.357100000","10.10.19.140","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"6231","27.460691000","10.10.19.140","239.255.255.250","SSDP","390","NOTIFY * HTTP/1.1 "
"6238","27.483640000","10.10.15.172","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6242","27.520905000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6252","27.566008000","10.10.19.140","239.255.255.250","SSDP","382","NOTIFY * HTTP/1.1 "
"6259","27.621308000","192.168.100.1","239.255.255.250","SSDP","309","NOTIFY * HTTP/1.1  "
"6260","27.621350000","192.168.100.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"6261","27.621357000","192.168.100.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"6262","27.622881000","192.168.100.1","239.255.255.250","SSDP","373","NOTIFY * HTTP/1.1  "
"6263","27.622912000","192.168.100.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"6264","27.622918000","192.168.100.1","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1  "
"6265","27.624181000","192.168.100.1","239.255.255.250","SSDP","389","NOTIFY * HTTP/1.1  "
"6266","27.624210000","192.168.100.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"6267","27.624217000","192.168.100.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"6268","27.625760000","192.168.100.1","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1  "
"6269","27.625790000","192.168.100.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"6270","27.625796000","192.168.100.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"6271","27.627299000","192.168.100.1","239.255.255.250","SSDP","305","NOTIFY * HTTP/1.1  "
"6272","27.627330000","192.168.100.1","239.255.255.250","SSDP","314","NOTIFY * HTTP/1.1  "
"6273","27.627337000","192.168.100.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"6274","27.628918000","192.168.100.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"6281","27.669055000","10.10.19.140","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"6286","27.699704000","10.10.15.198","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"6295","27.732214000","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"6302","27.757894000","10.10.12.160","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6304","27.773863000","10.10.19.140","239.255.255.250","SSDP","366","NOTIFY * HTTP/1.1 "
"6310","27.805564000","10.10.12.247","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6314","27.829153000","10.10.14.178","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6317","27.852224000","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"6320","27.867928000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6321","27.877912000","10.10.19.140","239.255.255.250","SSDP","398","NOTIFY * HTTP/1.1 "
"6324","27.897880000","10.10.13.45","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6325","27.897906000","10.10.13.71","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6337","27.982016000","10.10.19.140","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"6346","28.010088000","10.10.14.118","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6362","28.085799000","10.10.19.140","239.255.255.250","SSDP","386","NOTIFY * HTTP/1.1 "
"6368","28.131679000","10.10.11.183","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6378","28.173385000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6379","28.189919000","10.10.19.140","239.255.255.250","SSDP","380","NOTIFY * HTTP/1.1 "
"6384","28.204341000","10.10.13.81","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6392","28.282934000","10.10.10.153","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6393","28.293921000","10.10.19.140","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"6396","28.301524000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"6418","28.397806000","10.10.19.140","239.255.255.250","SSDP","382","NOTIFY * HTTP/1.1 "
"6420","28.403177000","10.10.10.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6425","28.408268000","10.10.11.208","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6444","28.500779000","10.10.11.243","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6445","28.500820000","10.10.19.140","239.255.255.250","SSDP","392","NOTIFY * HTTP/1.1 "
"6476","28.660738000","10.10.14.191","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6484","28.700059000","10.10.15.198","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"6501","28.747211000","10.10.13.115","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6539","28.860418000","10.10.11.56","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6582","29.150946000","10.10.11.183","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6583","29.157770000","10.10.15.11","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6589","29.218329000","10.10.13.81","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6593","29.248271000","10.10.14.227","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6644","29.528671000","10.10.14.240","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6657","29.640895000","10.10.12.226","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6674","29.750209000","10.10.13.115","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6727","30.119830000","10.10.11.183","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6728","30.130006000","10.10.14.33","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6729","30.138381000","10.10.15.73","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6735","30.169881000","10.10.11.233","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6736","30.194043000","10.10.12.216","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6781","30.470090000","10.10.14.240","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6782","30.490525000","10.10.15.172","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6784","30.515913000","10.10.13.93","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6797","30.616606000","192.168.100.1","239.255.255.250","SSDP","309","NOTIFY * HTTP/1.1  "
"6798","30.616640000","192.168.100.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"6799","30.618377000","192.168.100.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"6800","30.618410000","192.168.100.1","239.255.255.250","SSDP","373","NOTIFY * HTTP/1.1  "
"6802","30.620286000","192.168.100.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"6803","30.620308000","192.168.100.1","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1  "
"6804","30.621595000","192.168.100.1","239.255.255.250","SSDP","389","NOTIFY * HTTP/1.1  "
"6805","30.621617000","192.168.100.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"6806","30.623165000","192.168.100.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"6807","30.623187000","192.168.100.1","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1  "
"6808","30.624998000","192.168.100.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"6809","30.625020000","192.168.100.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"6810","30.625026000","192.168.100.1","239.255.255.250","SSDP","305","NOTIFY * HTTP/1.1  "
"6811","30.626830000","192.168.100.1","239.255.255.250","SSDP","314","NOTIFY * HTTP/1.1  "
"6812","30.626852000","192.168.100.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"6813","30.628142000","192.168.100.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"6822","30.730119000","10.10.11.197","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6832","30.773390000","10.10.12.160","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6834","30.778565000","10.10.13.115","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6838","30.807702000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"6841","30.821103000","10.10.12.247","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6846","30.837310000","10.10.14.178","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6854","30.913375000","10.10.13.45","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6855","30.913412000","10.10.13.71","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6955","31.016907000","10.10.14.118","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6969","31.106844000","10.10.11.183","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6974","31.125441000","10.10.11.17","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"6984","31.129398000","10.10.14.33","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"7000","31.227434000","10.10.10.176","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"7009","31.286668000","10.10.10.153","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7016","31.301863000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"7032","31.327384000","192.168.0.1","239.255.255.250","SSDP","317","NOTIFY * HTTP/1.1 "
"7038","31.414532000","10.10.10.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7041","31.423708000","10.10.11.208","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7043","31.431343000","192.168.0.1","239.255.255.250","SSDP","326","NOTIFY * HTTP/1.1 "
"7061","31.502679000","10.10.11.243","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7067","31.517074000","10.10.13.93","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7070","31.535162000","192.168.0.1","239.255.255.250","SSDP","389","NOTIFY * HTTP/1.1 "
"7081","31.639667000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 "
"7096","31.743572000","192.168.0.1","239.255.255.250","SSDP","326","NOTIFY * HTTP/1.1 "
"7099","31.757757000","10.10.13.115","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7123","31.847354000","192.168.0.1","239.255.255.250","SSDP","365","NOTIFY * HTTP/1.1 "
"7127","31.866523000","10.10.11.56","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7156","31.951706000","192.168.0.1","239.255.255.250","SSDP","397","NOTIFY * HTTP/1.1 "
"7177","32.046160000","10.10.11.149","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7181","32.054498000","192.168.0.1","239.255.255.250","SSDP","326","NOTIFY * HTTP/1.1 "
"7196","32.131031000","10.10.14.33","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"7204","32.157534000","10.10.15.11","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7205","32.159615000","192.168.0.1","239.255.255.250","SSDP","385","NOTIFY * HTTP/1.1 "
"7214","32.232291000","10.10.10.176","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"7220","32.263657000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1 "
"7233","32.325009000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"7234","32.325042000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7235","32.326310000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"7236","32.326343000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"7237","32.326787000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7240","32.328969000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"7241","32.328999000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"7242","32.329006000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7243","32.330258000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"7244","32.331567000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"7245","32.331598000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"7246","32.332891000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"7247","32.332922000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"7248","32.332929000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"7249","32.334736000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"7250","32.334767000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"7256","32.367443000","192.168.0.1","239.255.255.250","SSDP","326","NOTIFY * HTTP/1.1 "
"7264","32.471568000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 "
"7265","32.476045000","10.10.14.240","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7273","32.505385000","10.10.13.177","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7279","32.525067000","10.10.13.93","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7283","32.575644000","192.168.0.1","239.255.255.250","SSDP","391","NOTIFY * HTTP/1.1 "
"7338","32.804501000","10.10.12.226","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7349","32.924793000","10.10.13.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7380","33.131415000","10.10.14.33","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"7386","33.168831000","10.10.11.233","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7392","33.194333000","10.10.12.216","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7402","33.236254000","10.10.10.176","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"7436","33.497105000","10.10.15.172","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7438","33.533222000","10.10.13.93","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7454","33.602714000","10.10.16.10","239.255.255.250","SSDP","306","NOTIFY * HTTP/1.1 "
"7464","33.706045000","10.10.16.10","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"7471","33.727733000","10.10.11.197","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7484","33.810117000","10.10.16.10","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"7485","33.810141000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"7490","33.837116000","10.10.12.226","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"7492","33.848371000","10.10.14.178","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7503","33.914404000","10.10.16.10","239.255.255.250","SSDP","370","NOTIFY * HTTP/1.1 "
"7504","33.924215000","10.10.13.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7520","34.018242000","10.10.16.10","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"7533","34.122075000","10.10.16.10","239.255.255.250","SSDP","354","NOTIFY * HTTP/1.1 "
"7534","34.126795000","10.10.11.17","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7541","34.195695000","10.10.11.149","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7545","34.226410000","10.10.16.10","239.255.255.250","SSDP","386","NOTIFY * HTTP/1.1 "
"7547","34.241923000","10.10.10.176","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"7573","34.330184000","10.10.16.10","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"7602","34.429196000","10.10.10.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7608","34.433974000","10.10.16.10","239.255.255.250","SSDP","374","NOTIFY * HTTP/1.1 "
"7627","34.513445000","10.10.11.243","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7628","34.513479000","10.10.12.179","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7646","34.538369000","10.10.16.10","239.255.255.250","SSDP","368","NOTIFY * HTTP/1.1 "
"7674","34.641212000","10.10.16.10","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"7698","34.724230000","10.10.15.47","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7712","34.746233000","10.10.16.10","239.255.255.250","SSDP","370","NOTIFY * HTTP/1.1 "
"7731","34.819098000","10.10.12.179","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7739","34.849190000","10.10.16.10","239.255.255.250","SSDP","380","NOTIFY * HTTP/1.1 "
"7746","34.877803000","10.10.11.56","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7759","34.925749000","10.10.13.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7775","35.040103000","10.10.11.149","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7797","35.158309000","10.10.15.11","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7801","35.176649000","10.10.19.200","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1 "
"7807","35.195829000","10.10.11.149","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7819","35.279858000","10.10.19.200","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"7831","35.302024000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"7835","35.320585000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"7836","35.320611000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7837","35.321889000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"7838","35.321911000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"7839","35.322414000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7841","35.323954000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"7842","35.323973000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"7843","35.325525000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7844","35.325534000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"7845","35.326834000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"7846","35.326842000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"7847","35.327616000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"7848","35.327625000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"7850","35.329718000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"7851","35.329728000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"7852","35.331058000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"7860","35.384273000","10.10.19.200","239.255.255.250","SSDP","390","NOTIFY * HTTP/1.1 "
"7870","35.456617000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"7871","35.456638000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7872","35.456641000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"7873","35.456643000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"7874","35.458175000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7875","35.458201000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"7876","35.458206000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"7877","35.458209000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"7878","35.459747000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"7879","35.459769000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"7880","35.459772000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"7881","35.459774000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"7882","35.461079000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"7883","35.461094000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"7884","35.461097000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"7885","35.462390000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
